ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,147.0,0.7887816389053571,6.075221648175705,7.702032284380605,893.0575822818288,11.768
1,139.0,0.561924846249112,4.9862216663143295,8.873467154189232,693.0848116176918,11.768
2,149.0,0.6223225014180506,5.432827927037883,8.729923656397464,809.4913611286446,11.768
3,193.0,0.4280598286222979,5.128093733388948,11.979852792759406,989.7220905440669,11.768
4,438.0,0.3596545094759157,7.0811676055452475,19.68880528111226,3101.5514112288183,11.768
5,202.0,0.6250760789963256,6.3396778233147755,10.14224993779044,1280.6149203095847,11.768
6,66.0,0.4347546903616439,3.022171943562171,6.951441837345616,199.46334827510333,11.768
7,98.0,0.6915887606352041,4.644747020991618,6.716053362008881,455.1852080571786,11.768
8,39.0,0.41688172871163837,2.274907789145274,5.456962088925831,88.72140377666568,11.768
9,115.0,0.7320972382433819,5.176764016910817,7.071142665873339,595.327861944744,11.768
10,121.0,0.5046869299751576,4.408885068574541,8.735881210142615,533.4750932975195,11.768
11,296.0,0.45588381617609586,6.5538727779423205,14.376190918369282,1939.946342270927,11.768
12,171.0,0.8443065307378351,6.779117994642071,8.029214210528297,1159.2291770837942,11.768
13,84.0,0.6407167864261208,4.139022220104741,6.459987170294,347.67786648879826,11.768
14,72.0,0.7904022805481937,4.256135091508574,5.3847707632582695,306.44172658861726,11.768
15,158.0,0.8283095434967651,6.454311768843651,7.792149468176275,1019.7812594772968,11.768
16,173.0,0.6004980383059273,5.750477542363558,9.57618039616966,994.8326148288954,11.768
17,169.0,0.7071127850726432,6.167551161758807,8.722160441668722,1042.3161463372385,11.768
18,59.0,0.7000424701190847,3.625878638379683,5.179512376960333,213.92683966440129,11.768
19,492.0,0.4356589290454411,8.2600166892536,18.95982416187789,4063.928211112772,11.768
20,54.0,0.4592776512882753,2.8096977262776504,6.117645216126758,151.72367721899312,11.768
21,310.0,0.6472080800461661,7.991492125503516,12.34763961063878,2477.36255890609,11.768
22,192.0,0.24676889078638534,3.8834782975656763,15.73730904730368,745.6278331326099,11.768
23,89.0,0.7109838891856209,4.48797001719278,6.31233715061169,399.42933153015747,11.768
24,138.0,0.701479784462049,5.551012263418591,7.913289001871312,766.0396923517656,11.768
25,101.0,0.6969091535961552,4.7334068502005024,6.7919998263409465,478.07409187025075,11.768
26,204.0,0.7871483316527215,7.1493809211050054,9.082634915955344,1458.473707905421,11.768
27,59.0,0.6041025542617342,3.3682661863535963,5.575652945996745,198.72770499486214,11.768
28,61.0,0.6322217034991268,3.503681995773516,5.541856561364245,213.72460174218446,11.768
29,267.0,0.6887461643022235,7.650860632373744,11.108389460324497,2042.7797888437897,11.768
30,172.0,0.6339819022675213,5.891524898562133,9.292891291518423,1013.3422825526869,11.768
31,209.0,0.5138899489346237,5.847002350921555,11.377927050418728,1222.0234913426048,11.768
32,30.0,0.6722226771186889,2.5336246200482004,3.7690258098818332,76.00873860144601,11.768
33,49.0,0.6505487674739411,3.185393084448157,4.896470862310492,156.08426113795971,11.768
34,146.0,0.5773134271693714,5.179732368474252,8.972132163755528,756.2409257972407,11.768
35,117.0,0.4927854843965239,4.283975198317558,8.69338755698904,501.22509820315423,11.768
36,69.0,0.7805304351746774,4.140421261762755,5.304625002657531,285.68906706163006,11.768
37,179.0,0.3923852411228763,4.728331434885032,12.05022752984826,846.3713268444209,11.768
38,111.0,0.6803207863092325,4.902791486337149,7.206587811222097,544.2098549834235,11.768
39,99.0,0.6827880583497941,4.6385860695859105,6.79359577669935,459.2200208890052,11.768
40,56.0,0.7548995134646052,3.6682898985525365,4.859308865781287,205.42423431894204,11.768
41,84.0,0.5926237314574405,3.9806521288405277,6.716997510462335,334.3747788226043,11.768
42,84.0,0.7621383699153212,4.5142085611832155,5.9230826571358355,379.1935191393901,11.768
43,123.0,0.48906000666563687,4.37581239454233,8.947393642706935,538.2249245287067,11.768
44,105.0,0.8093113012014289,5.200888170123603,6.426313536463466,546.0932578629782,11.768
45,88.0,0.7876030700989329,4.696995022022612,5.963657583803743,413.3355619379899,11.768
46,100.0,0.747499339374334,4.8778727908659425,6.525588096102909,487.7872790865942,11.768
47,94.0,0.6841770033151772,4.524527442855572,6.6130948876270175,425.3055796284238,11.768
48,47.0,0.7886382845306846,3.4348906884629793,4.35547037956326,161.43986235776,11.768
49,104.0,0.8569156088000276,5.326117707134349,6.2154518513120784,553.9162415419723,11.768
50,89.0,0.602145632546916,4.13019766970356,6.85913414705662,367.5875926036168,11.768
51,115.0,0.723739793915053,5.147130862353781,7.111852775858157,591.9200491706848,11.768
52,120.0,0.3697632564564993,3.7581798798506085,10.163746165224337,450.981585582073,11.768
53,60.0,0.556017786566751,3.2587048810061865,5.860792513721092,195.5222928603712,11.768
54,234.0,0.4633403288974905,5.874664153910294,12.678939836488972,1374.6714120150089,11.768
55,134.0,0.6256733031503541,5.165962806726296,8.256645729832067,692.2390161013236,11.768
56,337.0,0.5857070923761951,7.926477945223213,13.533177331122529,2671.223067540223,11.768
57,50.0,0.8190184593354529,3.6104132213189364,4.408219595256017,180.52066106594683,11.768
58,142.0,0.6764545180135965,5.529534050036538,8.174288001318954,785.1938351051884,11.768
59,106.0,0.8492275601520493,5.352911167739525,6.303270664910024,567.4085837803897,11.768
60,157.0,0.5772311840792157,5.370933589557816,9.304649051706019,843.236573560577,11.768
61,114.0,0.34985986172699357,3.563071598409433,10.18428230326635,406.19016221867537,11.768
62,78.0,0.5855873260670138,3.8130122395112758,6.511432317226962,297.4149546818795,11.768
63,147.0,0.4361072890336832,4.517315291832781,10.358265971298364,664.0453478994189,11.768
64,55.0,0.762194630462954,3.6529131845680043,4.792625188594204,200.9102251512402,11.768
65,21.0,0.8087428960077295,2.3250909751628135,2.8749445424996862,48.82691047841907,11.768
66,143.0,0.6550141989606478,5.460324331223383,8.336192314437797,780.8263793649438,11.768
67,169.0,0.5726465582492877,5.5502397490377,9.692260730608528,937.9905175873713,11.768
68,160.0,0.6995022213232533,5.968697981365296,8.53277916698287,954.9916770184474,11.768
69,42.0,0.7210145177811386,3.104714811678288,4.306036473763089,130.3980220904881,11.768
70,191.0,0.678505299225658,6.422710830574505,9.46597003428625,1226.7377686397303,11.768
71,119.0,0.7412061942237516,5.298684540461705,7.148732136556006,630.5434603149429,11.768
72,238.0,0.3205243387152668,4.927697601780241,15.373864030206114,1172.7920292236975,11.768
73,286.0,0.5228092662027899,6.898897911547944,13.195821798751295,1973.084802702712,11.768
74,60.0,0.7682287360130722,3.8304161773110637,4.986036056383454,229.8249706386638,11.768
75,121.0,0.7114941743297251,5.234840130110022,7.357530558899644,633.4156557433126,11.768
76,80.0,0.6798542538215491,4.160810787868185,6.120151141924502,332.86486302945485,11.768
77,357.0,0.5233810300787499,7.712020236818531,14.735001449437615,2753.1912245442154,11.768
78,393.0,0.3619182978930595,6.7286294056514375,18.591570099723526,2644.351356421015,11.768
79,119.0,0.7281571224253367,5.251835267867028,7.21250277738722,624.9683968761764,11.768
80,136.0,0.8016364358724797,5.890921588530561,7.348620053826568,801.1653360401564,11.768
81,33.0,0.914762285468752,3.0998177375616507,3.3886593127013422,102.29398533953449,11.768
82,105.0,0.8036068670434657,5.18252651613452,6.449081918875895,544.1652841941246,11.768
83,64.0,0.7097366380913643,3.8024513229553674,5.357552532698583,243.35688466914354,11.768
84,237.0,0.6068320152957634,6.766023148348631,11.149746516012252,1603.5474861586254,11.768
85,77.0,0.6197050165637367,3.897291875562362,6.288946791447387,300.09147441830186,11.768
86,30.0,0.4558620339978957,2.0864231988552673,4.576874236613655,62.592695965658024,11.768
87,155.0,0.4326193224031133,4.620020143639177,10.679181220977128,716.1031222640726,11.768
88,32.0,0.606805419190788,2.4861354036710206,4.097088333499779,79.55633291747267,11.768
89,43.0,0.7368504082226516,3.1757693700520466,4.309924150971543,136.558082912238,11.768
90,68.0,0.8464573851299576,4.28037746776729,5.056813896319327,291.0656678081757,11.768
91,126.0,0.5261787730843052,4.593851986837601,8.730591619859142,578.8253503415377,11.768
92,86.0,0.6090923702591751,4.083343064515244,6.7039799936711395,351.167503548311,11.768
93,178.0,0.5819522418931629,5.742205589744395,9.867142312338704,1022.1125949745021,11.768
94,113.0,0.7265634716548225,5.11212030026244,7.036027132796897,577.6695939296557,11.768
95,101.0,0.6875121726165968,4.701386397965128,6.838259139575901,474.8400261944779,11.768
96,98.0,0.602937738907574,4.336849342398584,7.192864308437977,425.01123555506126,11.768
97,98.0,0.7428482975380587,4.813801386641734,6.480194411962164,471.75253589089,11.768
98,65.0,0.6668893232622951,3.714570661329841,5.569995697575231,241.44709298643963,11.768
99,137.0,0.7715396637677489,5.800487242529402,7.518067462926289,794.6667522265283,11.768
100,72.0,0.6990998758323717,4.00277265621293,5.7256091648522975,288.19963124733096,11.768
101,52.0,0.4976972297452121,2.870181409740104,5.766922615200102,149.24943330648543,11.768
102,169.0,0.502756722093566,5.200527041841802,10.344022890804734,878.8890700712645,11.768
103,78.0,0.5816503392695159,3.8001729114276026,6.533431951918348,296.41348709135303,11.768
104,141.0,0.48676906052119157,4.67407958849366,9.60225282907062,659.045221977606,11.768
105,105.0,0.7791583908516666,5.103082496361355,6.54948025494968,535.8236621179423,11.768
106,81.0,0.8063632968200973,4.559665135502924,5.65460401469662,369.3328759757368,11.768
107,176.0,0.7437070786717859,6.454793531913537,8.67921486432722,1136.0436616167826,11.768
108,190.0,0.46465926303522426,5.301138656448009,11.408658081666495,1007.2163447251219,11.768
109,121.0,0.4330717931394507,4.084112512556318,9.430566888112285,494.1776140193145,11.768
110,82.0,0.8139441125541925,4.6092395839033475,5.662845289757488,377.9576458800745,11.768
111,156.0,0.6648013907736788,5.745572676852265,8.64254009782638,896.3093375889536,11.768
112,134.0,0.7154021887319293,5.5239863289385465,7.721511641905888,740.2141680777653,11.768
113,70.0,0.60995598228485,3.6865771863443877,6.0440052945046,258.06040304410715,11.768
114,78.0,0.6338176570157795,3.9669299525887314,6.2587873794275986,309.42053630192106,11.768
115,63.0,0.6307648522046707,3.5565513301205525,5.638474175740093,224.0627337975948,11.768
116,77.0,0.7444237860209191,4.271501339841011,5.737996850789742,328.9056031677579,11.768
117,265.0,0.5817944651086158,7.0053976648251,12.041018065576226,1856.4303811786515,11.768
118,45.0,0.5012093651246944,2.6794207057718866,5.345911094668556,120.5739317597349,11.768
119,112.0,0.60183897905475,4.6320605841758224,7.696511434754441,518.7907854276921,11.768
120,119.0,0.5129933442150295,4.408130160079811,8.592957803039392,524.5674890494975,11.768
121,80.0,0.6243641862890559,3.9873930638942983,6.3863257237632345,318.9914451115439,11.768
122,129.0,0.5514011786860896,4.758321299509299,8.629508755943721,613.8234476366996,11.768
123,148.0,0.5247990061118333,4.972243896060809,9.474568050156018,735.8920966169999,11.768
124,151.0,0.3732902638334966,4.235813875815129,11.347239095698683,639.6078952480846,11.768
125,101.0,0.6144125635480676,4.444427174615478,7.2336202712882445,448.88714463616327,11.768
126,200.0,0.45033212191028243,5.354347139851262,11.889773967574056,1070.8694279702524,11.768
127,52.0,0.6135034402495849,3.1866563875697187,5.194194813762293,165.70613215362536,11.768
128,63.0,0.46673566006332134,3.059361733181997,6.5548060603874525,192.7397891904658,11.768
129,229.0,0.4134368796775675,5.48968483250047,13.278169177316215,1257.1378266426077,11.768
130,73.0,0.6347124550525117,3.840387116019107,6.050593596278775,280.34825946939486,11.768
131,136.0,0.6285626353655193,5.216374921865868,8.298894379606995,709.426989373758,11.768
132,103.0,0.48783696822978134,3.9992728055044107,8.197969948888069,411.9250989669543,11.768
133,53.0,0.7456145023425066,3.5466650209759347,4.756700694304272,187.97324611172454,11.768
134,57.0,0.5931771896399134,3.2806108169215675,5.530574799939717,186.99481656452937,11.768
135,223.0,0.6167967956577887,6.616808254349805,10.727695573212648,1475.5482407200063,11.768
136,264.0,0.4975023392289253,6.465834596221745,12.996591345164502,1706.9803334025407,11.768
137,23.0,0.3096814637132813,1.505728210454828,4.862183846589239,34.63174884046104,11.768
138,129.0,0.47357398880435697,4.409748682112565,9.311636167446522,568.8575799925209,11.768
139,99.0,0.8488943120998924,5.17213048315603,6.092784943230255,512.0409178324471,11.768
140,33.0,0.7325244864104916,2.773914730948554,3.7867877216518187,91.53918612130228,11.768
141,236.0,0.32262505958350046,4.9230031540789,15.259208817921193,1161.8287443626205,11.768
142,67.0,0.6804397840628913,3.8094064609514695,5.5984475778379466,255.2302328837485,11.768
143,141.0,0.6347397051976168,5.337433202186971,8.408853516616295,752.5780815083629,11.768
144,93.0,0.6938593259127495,4.532128895394852,6.531769086526268,421.4879872717212,11.768
145,159.0,0.7311294361121393,6.08304123671058,8.320060629835693,967.2035566369823,11.768
146,85.0,0.5274446371161392,3.7776608641775358,7.162194092696263,321.10117345509053,11.768
147,66.0,0.39509895103313697,2.8810445225455528,7.291956900953451,190.1489384880065,11.768
148,97.0,0.5358186573826488,4.067427744548437,7.591052846903255,394.54049122119835,11.768
149,48.0,0.8270298821294507,3.554727247941609,4.298184775124251,170.62690790119726,11.768
150,31.0,0.6759405388339409,2.5826179035003416,3.8207767623400613,80.0611550085106,11.768
151,30.0,0.6766685242864471,2.541989069310326,3.756623779701998,76.25967207930978,11.768
152,276.0,0.6226043330473195,7.395808784142023,11.878826393551492,2041.2432244231984,11.768
153,105.0,0.44023890093466234,3.8358703598101296,8.713156315051375,402.76638778006355,11.768
154,145.0,0.4317127960960357,4.463818476760138,10.339787277853004,647.25367913022,11.768
155,281.0,0.6608473727738478,7.68827320114944,11.633961967463986,2160.4047695229924,11.768
156,297.0,0.6363692139222277,7.756358409728913,12.188456386698867,2303.6384476894873,11.768
157,75.0,0.7980636803263141,4.364901710681061,5.4693651876205305,327.36762830107955,11.768
158,118.0,0.8561913062180484,5.6708932765121345,6.623395069919004,669.1654066284319,11.768
159,151.0,0.5705186977056882,5.236588870781794,9.178645488465966,790.7249194880508,11.768
160,55.0,0.809223264376101,3.7639217692382734,4.651277261708733,207.01569730810502,11.768
161,54.0,0.8316991274876823,3.7809859757644113,4.546098283384827,204.1732426912782,11.768
162,62.0,0.7781532316587063,3.9188033542620593,5.0360304305474175,242.96580796424766,11.768
163,179.0,0.5901165044793291,5.798564064516534,9.826134365844785,1037.9429675484598,11.768
164,133.0,0.4265212188826665,4.249337294777771,9.962780529206775,565.1618602054435,11.768
